caseid,Age_group,Sex,Province,Household_size,Find_job,Further_schooling,Morejob,Activity,Media,Stress
8987,45 to 54,Female,Ontario,One household member,notask,Yes,None,No time,No time,0
8988,45 to 54,Female,New Brunswick,One household member,notask,Yes,None,Sometime,Sometime,1
8989,15 to 24,Male,Quebec,Three household members,notask,Yes,None,No time,Sometime,0
8990,55 to 64,Male,Alberta,Six household members or more,notask,Yes,None,No time,Sometime,0
8992,55 to 64,Male,Newfoundland and Labrador,One household member,notask,Yes,None,No time,No time,0
8993,55 to 64,Male,Ontario,Three household members,notask,Yes,None,No time,Sometime,0
8994,45 to 54,Female,Ontario,Three household members,notask,Yes,None,No time,Sometime,1
8996,45 to 54,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
8997,45 to 54,Female,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,1
8998,55 to 64,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
8999,55 to 64,Male,Ontario,One household member,notask,No,None,No time,Sometime,0
9000,25 to 34,Male,Quebec,One household member,notask,Yes,None,No time,Sometime,1
9001,35 to 44,Female,Ontario,Five household members,notask,Yes,None,No time,Sometime,0
9002,25 to 34,Male,Alberta,Four household members,notask,Yes,None,Sometime,Sometime,0
9003,75 years and over,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
9004,35 to 44,Female,Quebec,Four household members,notask,Yes,None,No time,Sometime,1
9005,55 to 64,Female,Newfoundland and Labrador,Two household members,notask,Yes,None,No time,Sometime,1
9006,55 to 64,Female,Saskatchewan,Two household members,notask,No,None,No time,Sometime,0
9007,65 to 74,Female,Ontario,One household member,notask,No,None,Sometime,Sometime,1
9008,75 years and over,Female,Nova Scotia,One household member,notask,No,None,No time,Sometime,0
9009,55 to 64,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
9010,15 to 24,Male,Manitoba,Two household members,asked,No,None,Sometime,No time,0
9011,45 to 54,Female,British Columbia,Three household members,notask,Yes,None,No time,No time,1
9012,55 to 64,Male,Newfoundland and Labrador,Two household members,notask,No,None,Sometime,Sometime,0
9013,45 to 54,Male,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,1
9014,55 to 64,Male,Alberta,Two household members,notask,Yes,None,Sometime,No time,0
9015,35 to 44,Male,Quebec,One household member,notask,No,None,No time,Sometime,0
9016,15 to 24,Male,New Brunswick,Three household members,asked,No,None,No time,Sometime,1
9017,45 to 54,Female,British Columbia,Four household members,notask,Yes,None,Sometime,No time,1
9019,75 years and over,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
9020,15 to 24,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
9021,35 to 44,Female,Saskatchewan,One household member,notask,No,None,No time,Sometime,1
9022,35 to 44,Male,Saskatchewan,Four household members,notask,Yes,None,No time,Sometime,1
9023,25 to 34,Male,Alberta,Four household members,notask,Yes,None,No time,Sometime,1
9024,15 to 24,Female,Quebec,Three household members,notask,Yes,None,Sometime,Sometime,1
9025,65 to 74,Female,Quebec,Two household members,notask,No,None,No time,Sometime,1
9026,45 to 54,Male,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,1
9027,55 to 64,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
9028,45 to 54,Female,Ontario,Four household members,notask,Yes,None,Sometime,Sometime,0
9029,25 to 34,Female,Ontario,Three household members,notask,Yes,Yes,No time,Sometime,1
9030,65 to 74,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
9031,65 to 74,Male,Prince Edward Island,Two household members,notask,No,None,No time,Sometime,1
9032,55 to 64,Male,Ontario,One household member,notask,Yes,None,No time,Sometime,0
9033,65 to 74,Female,Newfoundland and Labrador,Three household members,notask,No,None,Sometime,Sometime,0
9034,25 to 34,Male,Quebec,Five household members,notask,Yes,None,No time,Sometime,0
9035,55 to 64,Female,Ontario,Three household members,notask,Yes,None,No time,Sometime,1
9036,35 to 44,Female,New Brunswick,Three household members,notask,No,None,Sometime,Sometime,0
9037,75 years and over,Female,British Columbia,One household member,notask,No,None,Sometime,No time,0
9038,55 to 64,Male,Nova Scotia,Two household members,notask,Yes,None,No time,Sometime,1
9039,65 to 74,Female,Nova Scotia,Three household members,notask,No,None,No time,No time,0
9040,75 years and over,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
9041,55 to 64,Male,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,0
9042,25 to 34,Female,Newfoundland and Labrador,Three household members,notask,Yes,None,Sometime,Sometime,1
9043,75 years and over,Male,British Columbia,Two household members,notask,Yes,None,Sometime,Sometime,0
9044,15 to 24,Female,Manitoba,Five household members,notask,Yes,None,No time,No time,0
9045,65 to 74,Female,Alberta,Two household members,notask,Yes,None,No time,Sometime,0
9046,15 to 24,Male,British Columbia,One household member,asked,Yes,None,Sometime,Sometime,1
9047,45 to 54,Female,Alberta,Three household members,notask,No,None,Sometime,Sometime,1
9048,45 to 54,Male,New Brunswick,Five household members,notask,Yes,None,Sometime,Sometime,0
9049,45 to 54,Female,Ontario,Five household members,notask,Yes,None,Sometime,No time,1
9050,55 to 64,Female,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
9051,75 years and over,Female,Newfoundland and Labrador,Two household members,notask,Yes,None,No time,Sometime,0
9052,25 to 34,Female,Ontario,Four household members,notask,Yes,None,No time,Sometime,1
9053,65 to 74,Female,British Columbia,Two household members,notask,Yes,None,Sometime,Sometime,1
9054,25 to 34,Male,British Columbia,Two household members,notask,Yes,None,No time,Sometime,1
9055,25 to 34,Female,British Columbia,Two household members,notask,Yes,None,Sometime,No time,0
9056,55 to 64,Male,Ontario,One household member,notask,Yes,None,No time,Sometime,1
9057,45 to 54,Female,Prince Edward Island,Two household members,notask,Yes,None,Sometime,Sometime,1
9058,35 to 44,Female,Quebec,Four household members,notask,Yes,None,No time,Sometime,0
9059,35 to 44,Female,Prince Edward Island,Four household members,notask,Yes,None,Sometime,Sometime,1
9060,15 to 24,Female,British Columbia,Three household members,notask,No,None,Sometime,No time,1
9061,35 to 44,Female,British Columbia,Four household members,notask,Yes,None,No time,Sometime,0
9062,45 to 54,Female,Newfoundland and Labrador,Three household members,notask,Yes,None,No time,No time,1
9063,55 to 64,Male,Prince Edward Island,Two household members,notask,No,None,No time,Sometime,1
9064,45 to 54,Female,Ontario,One household member,notask,Yes,None,No time,No time,1
9065,35 to 44,Male,Quebec,Four household members,notask,No,None,No time,No time,0
9066,45 to 54,Female,Alberta,Three household members,notask,No,None,No time,Sometime,0
9067,45 to 54,Female,Newfoundland and Labrador,Three household members,notask,Yes,None,Sometime,Sometime,0
9068,35 to 44,Male,Alberta,Three household members,notask,Yes,None,No time,Sometime,1
9069,35 to 44,Male,Saskatchewan,Three household members,notask,Yes,None,No time,Sometime,1
9070,45 to 54,Female,Ontario,One household member,notask,Yes,None,Sometime,Sometime,1
9071,35 to 44,Male,Prince Edward Island,One household member,notask,Yes,None,Sometime,Sometime,0
9072,25 to 34,Male,Ontario,Two household members,notask,Yes,None,Sometime,No time,1
9074,35 to 44,Female,Alberta,Five household members,notask,Yes,None,Sometime,Sometime,1
9075,25 to 34,Female,Alberta,Five household members,notask,Yes,None,No time,Sometime,1
9076,55 to 64,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
9077,45 to 54,Female,Ontario,Three household members,notask,No,None,No time,Sometime,1
9078,15 to 24,Male,Quebec,Three household members,notask,Yes,None,Sometime,No time,1
9079,55 to 64,Male,British Columbia,One household member,asked,Yes,None,Sometime,Sometime,1
9080,35 to 44,Female,Quebec,Three household members,notask,Yes,None,Sometime,Sometime,1
9081,35 to 44,Male,Nova Scotia,Five household members,notask,Yes,None,Sometime,Sometime,0
9082,25 to 34,Male,Saskatchewan,Three household members,notask,Yes,None,No time,Sometime,1
9083,75 years and over,Male,Newfoundland and Labrador,Two household members,notask,No,None,Sometime,Sometime,0
9084,35 to 44,Female,Ontario,One household member,notask,Yes,None,No time,Sometime,0
9085,45 to 54,Male,Manitoba,Three household members,notask,Yes,None,Sometime,Sometime,0
9086,15 to 24,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
9087,45 to 54,Male,Newfoundland and Labrador,One household member,notask,Yes,None,No time,Sometime,0
9088,45 to 54,Male,British Columbia,One household member,notask,No,None,Sometime,No time,0
9089,75 years and over,Male,Nova Scotia,One household member,notask,No,None,Sometime,Sometime,0
9090,15 to 24,Female,Prince Edward Island,Four household members,notask,No,None,Sometime,Sometime,1
9091,55 to 64,Male,Ontario,One household member,notask,No,None,No time,Sometime,0
9092,75 years and over,Female,Prince Edward Island,One household member,notask,No,None,No time,Sometime,0
9093,45 to 54,Female,Saskatchewan,Two household members,notask,Yes,None,Sometime,Sometime,0
9094,55 to 64,Female,Prince Edward Island,Two household members,notask,No,None,No time,Sometime,1
9095,75 years and over,Male,Quebec,Two household members,notask,No,None,Sometime,Sometime,0
9096,35 to 44,Female,Ontario,Four household members,notask,No,None,Sometime,Sometime,0
9097,15 to 24,Male,Manitoba,Four household members,asked,No,None,No time,Sometime,1
9098,45 to 54,Female,British Columbia,Four household members,notask,Yes,None,Sometime,No time,1
9099,55 to 64,Male,New Brunswick,Two household members,notask,Yes,None,Sometime,Sometime,1
9100,65 to 74,Female,British Columbia,One household member,notask,No,None,No time,Sometime,0
9101,75 years and over,Female,Alberta,One household member,notask,Yes,None,No time,Sometime,0
9103,55 to 64,Male,Alberta,One household member,notask,Yes,None,Sometime,Sometime,1
9104,25 to 34,Female,Ontario,Two household members,asked,Yes,None,Sometime,Sometime,1
9105,65 to 74,Female,Nova Scotia,Two household members,notask,Yes,None,Sometime,Sometime,0
9106,15 to 24,Male,Quebec,Three household members,notask,No,None,No time,No time,0
9107,55 to 64,Female,Alberta,One household member,notask,Yes,None,No time,No time,1
9108,15 to 24,Female,Saskatchewan,Six household members or more,notask,No,None,Sometime,Sometime,1
9109,45 to 54,Male,Prince Edward Island,Two household members,notask,Yes,None,Sometime,Sometime,0
9110,15 to 24,Male,Newfoundland and Labrador,Two household members,notask,Yes,None,Sometime,Sometime,0
9111,65 to 74,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
9112,35 to 44,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,1
9113,45 to 54,Male,British Columbia,Six household members or more,notask,Yes,None,Sometime,No time,0
9114,65 to 74,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
9115,55 to 64,Female,Nova Scotia,Two household members,notask,No,None,Sometime,Sometime,0
9116,75 years and over,Female,Newfoundland and Labrador,One household member,notask,Yes,None,Sometime,Sometime,0
9117,35 to 44,Female,Ontario,Three household members,notask,Yes,None,No time,Sometime,0
9118,35 to 44,Male,Manitoba,Three household members,notask,No,None,Sometime,Sometime,0
9119,65 to 74,Female,Ontario,One household member,notask,Yes,None,Sometime,Sometime,1
9120,45 to 54,Male,Quebec,Four household members,notask,No,None,No time,No time,1
9121,35 to 44,Male,Ontario,Four household members,notask,Yes,None,No time,Sometime,1
9122,65 to 74,Male,Ontario,Two household members,notask,No,None,No time,Sometime,1
9123,35 to 44,Male,Saskatchewan,Three household members,notask,Yes,None,No time,Sometime,0
9125,25 to 34,Female,British Columbia,Four household members,notask,Yes,None,Sometime,Sometime,1
9126,55 to 64,Female,Nova Scotia,One household member,notask,No,None,No time,No time,1
9127,65 to 74,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
9128,25 to 34,Male,Saskatchewan,Three household members,notask,Yes,None,Sometime,Sometime,0
9129,55 to 64,Female,New Brunswick,Two household members,notask,Yes,None,No time,Sometime,0
9130,75 years and over,Female,New Brunswick,One household member,notask,Yes,None,Sometime,No time,0
9131,15 to 24,Male,British Columbia,Five household members,notask,Yes,None,Sometime,Sometime,1
9132,45 to 54,Female,British Columbia,One household member,notask,Yes,Yes,Sometime,Sometime,1
9133,65 to 74,Male,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,0
9134,55 to 64,Female,Newfoundland and Labrador,Two household members,notask,Yes,None,Sometime,Sometime,1
9135,55 to 64,Male,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
9136,25 to 34,Female,Saskatchewan,Three household members,notask,Yes,None,Sometime,Sometime,1
9137,65 to 74,Female,Saskatchewan,Two household members,notask,Yes,None,Sometime,Sometime,0
9138,55 to 64,Female,Nova Scotia,Two household members,notask,No,None,No time,Sometime,0
9139,25 to 34,Female,Ontario,Three household members,asked,Yes,None,Sometime,No time,1
9140,35 to 44,Male,Alberta,Five household members,notask,Yes,None,Sometime,Sometime,1
9141,15 to 24,Female,Ontario,Four household members,asked,Yes,None,Sometime,Sometime,1
9142,35 to 44,Female,Quebec,Five household members,notask,Yes,None,Sometime,Sometime,1
9143,75 years and over,Male,Quebec,Two household members,notask,Yes,None,No time,Sometime,0
9144,15 to 24,Male,Manitoba,Four household members,asked,No,None,Sometime,Sometime,0
9145,45 to 54,Female,Quebec,Two household members,notask,Yes,None,Sometime,No time,0
9146,15 to 24,Male,Quebec,Four household members,notask,No,None,Sometime,Sometime,1
9147,25 to 34,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,1
9148,35 to 44,Male,Quebec,Three household members,notask,Yes,None,Sometime,Sometime,1
9149,45 to 54,Female,Ontario,Three household members,notask,No,None,No time,No time,1
9150,55 to 64,Female,Alberta,One household member,notask,Yes,None,Sometime,Sometime,0
9152,55 to 64,Male,Nova Scotia,Two household members,notask,Yes,None,No time,Sometime,1
9153,75 years and over,Male,Saskatchewan,One household member,notask,Yes,None,No time,Sometime,0
9154,35 to 44,Male,Quebec,Four household members,notask,Yes,None,No time,Sometime,1
9155,75 years and over,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
9156,65 to 74,Male,Manitoba,Two household members,notask,No,None,Sometime,Sometime,0
9157,35 to 44,Female,Saskatchewan,Four household members,notask,Yes,None,Sometime,No time,0
9158,45 to 54,Female,Manitoba,Four household members,notask,Yes,None,Sometime,Sometime,0
9160,45 to 54,Male,Prince Edward Island,Three household members,notask,Yes,None,Sometime,Sometime,0
9161,55 to 64,Male,Newfoundland and Labrador,Two household members,notask,Yes,None,Sometime,Sometime,1
9162,25 to 34,Male,Nova Scotia,Five household members,notask,Yes,None,Sometime,Sometime,1
9163,65 to 74,Female,Manitoba,Two household members,notask,No,None,Sometime,Sometime,0
